,language,family,core inventory
418,"Ojibwa, Central",ALGIC,"['p', 't', 'tʃ', 'k', 'kʷ', 'b', 'd', 'dʒ', 'ɡ', 'ɡʷ', 'i', 'iː', 's', 'ʃ', 'o', 'eː', 'oː', 'z', 'ʒ', 'a', 'aː', 'm', 'n', 'ŋ', 'w', 'j', 'h', 'hʷ', '']"
419,"Ojibwa, Eastern",ALGIC,"['pː', 'tː', 'tːʃː', 'kː', 'i', 'iː', 'p', 't', 'tʃ', 'k', 'ʔ', 'o', 'eː', 'oː', 'sː', 'ʃː', 'a', 'aː', 's', 'ʃ', 'm', 'n', '']"
420,Okpe,NIGER-CONGO (Edoid),"['p', 't', 'c', 'k', 'k͡p', 'b', 'd', 'ɟ', 'ɡ', 'ɡ͡b', 'i', 'ĩ', 'u', 'ũ', 'ɸ', 'f', 's', 'ç', 'h', 'ɪ', 'ɪ̃', 'ʊ', 'ʊ̃', 'v', 'z', 'ʝ', 'ɣ', 'ɣʷ', 'e', 'ẽ', 'o', 'õ', 'm', 'r', 'ɛ', 'ɛ̃', 'ɔ', 'ɔ̃', 'ɾ', 'a', 'ã', 'l', 'ʋ', 'j', 'w', '']"
421,Oloma,NIGER-CONGO (Edoid),"['p', 't', 'c', 'k', 'k͡p', 'b', 'd', 'ɟ', 'ɡ', 'ɡ͡b', 'i', 'u', 't̂', 'k̂', 'k̂͡p̂', 'e', 'o', 'd̂', 'ɡ̂', 'ɡ̂͡b̂', 'ɛ', 'ɔ', 'f', 's', 'ʃ', 'h', 'a', 'v', 'z', 'v̤', 'z̤', 'ʒ̤', 'm', 'n', 'ɲ', 'ŋʷ', 'm̂', 'n̂', 'ɺ', 'ʋ', 'ɹ', 'j', 'w', '']"
422,Oneida,IROQUOIAN,"['t', 'k', 'ʔ', 's', 'h', 'i', 'ũ', 'n', 'e', 'ʌ̃', 'o', 'l', 'a', 'w', 'j', '']"
423,Onondaga,IROQUOIAN,"['t', 'k', 'ʔ', 'i', 'ũ', 's', 'h', 'e', 'o', 'n', 'ɛ̃', 'w', 'j', 'æ', 'a', '']"
424,"Oriya, Kotia (Adivasi Oriya)",INDO-EUROPEAN (Indo-Aryan),"['p', 't̪', 'ʈ', 'tʃ', 'k', 'ĩ', 'ũ', 'ĩː', 'ũː', 'b', 'd̪', 'ɖ', 'dʒ', 'ɡ', 'ẽ', 'õ', 'ẽː', 'õː', 's', 'h', 'ã', 'ãː', 'm', 'n', 'ɳ', 'ŋ', 'i', 'u', 'iː', 'uː', 'l', 'e', 'o', 'eː', 'oː', 'ɾ', 'ɽ', 'a', 'aː', '']"
425,Orma,AFRO-ASIATIC (Cushitic),"['t', 'tʃ', 'k', 'b', 'd', 'dʒ', 'ɡ', 'i', 'u', 'pʼ', 'tʼ', 'tʃʼ', 'kʼ', 'e', 'o', 'ɗ', 'a', 'f', 's', 'ʃ', 'h', 'm', 'n', 'ɲ', 'ŋ', 'r', 'l', 'w', 'j', '']"
426,"Oromo, Boraana (Borana-Arsi-Guji Oromo)",AFRO-ASIATIC (Cushitic),"['t', 'tʃ', 'k', 'b', 'd', 'dʒ', 'ɡ', 'i', 'u', 'pʼ', 'tʼ', 'tʃʼ', 'kʼ', 'e', 'o', 'ɗ', 'a', 'f', 's', 'ʃ', 'h', 'm', 'n', 'ɲ', 'ŋ', 'r', 'l', 'w', 'j', '']"
427,"Oromo, Harar (Eastern Oromo)",AFRO-ASIATIC (Cushitic),"['pʼ', 't̪ʼ', 'tʃʼ', 'kʼ', 'ʔ', 't̪', 'tʃ', 'i', 'u', 'dʼ', 'e', 'o', 'b', 'd̪', 'dʒ', 'ɡ', 'a', 'f', 's', 'ʃ', 'x', 'h', 'm', 'n', 'ɲ', 'l', 'r', 'w', 'j', '']"
428,"Oromo, Waata (Sanye)",AFRO-ASIATIC (Cushitic),"['t', 'tʃ', 'k', 'b', 'd', 'dʒ', 'ɡ', 'i', 'u', 'pʼ', 'tʼ', 'tʃʼ', 'kʼ', 'e', 'o', 'ɗ', 'a', 'f', 's', 'ʃ', 'h', 'm', 'n', 'ɲ', 'ŋ', 'r', 'l', 'w', 'j', '']"
429,Oshindonga,NIGER-CONGO (Bantu),"['p', 't', 'k', 'ʔ', 'ts', 'i', 'u', 'f', 'θ', 's', 'ʃ', 'x', 'h', 'e', 'o', 'v', 'ð', 'z', 'ɣ', 'a', 'm', 'n', 'ɲ', 'w', 'l', 'j', '']"
430,"Ostyak, Eastern (Khanty)",URALIC (Finno-Ugric),"['p', 't', 'ʈʂ', 'c', 'k', 's', 'i', 'y', 'ɯ', 'u', 'm', 'n', 'ɳ', 'ɲ', 'ŋ', 'e', 'ø', 'o', 'l', 'ɭ', 'ʎ', 'æ', 'a', 'r', 'w', 'j', 'ɣ', 'ə̆', 'ø̆', 'ă', 'ŏ', '']"
431,Oʼodham (Papago),UTO-AZTECAN,"['p', 't̪', 'tʃ', 'k', 'b', 'd̪', 'ɖ', 'dʒ', 'ɡ', 'ʔ', 'i', 'ɨ', 'u', 's', 'ʂ', 'h', 'a', 'o', 'm', 'n̪', 'ɲ', 'ɽ', 'w', '']"
432,"Paiute, Northern",UTO-AZTECAN,"['p', 't', 'k', 'kʷ', 'ʔ', 'b', 'd', 'ɡ', 'ɡʷ', 'i', 'ɨ', 'u', 'ts', 'a', 'o', 'dz', 'dʒ', 's', 'h', 'z', 'mː', 'nː', 'ŋː', 'm', 'n', 'ŋ', 'w', 'j', '']"
433,Palauan,AUSTRONESIAN,"['t̪', 'k', 'ʔ', 'b', 'd̪', 'i', 'u', 's', 'e', 'ə', 'o', 'm', 'ŋ', 'a', 'r', 'l', '']"
434,Papiamentu,CREOLE,"['p', 't', 'k', 'b', 'd', 'ɡ', 'i', 'y', 'u', 'f', 's', 'x', 'h', 'e', 'ø', 'o', 'v', 'z', 'ɛ', 'ɔ', 'm', 'n', 'a', 'l', 'r', 'w', 'j', '']"
435,Passamaquoddy-Maliseet (Malecite-Passamaquoddy),ALGIC,"['p', 't', 'tʃ', 'k', 'kʷ', 'i', 'o', 's', 'h', 'ə', 'm', 'n', 'e', 'a', 'l', 'w', 'j', '']"
436,Pawnee,CADDOAN,"['p', 't', 'k', 'ts', 'i', 'u', 'iː', 'uː', 's', 'h', 'e', 'a', 'eː', 'aː', 'ɾ', 'w', '']"
437,Paʼanci,AFRO-ASIATIC (Chadic),"['p', 't', 'c', 'k', 'kʷ', 'ʔ', 'b', 'd', 'ɟ', 'ɡ', 'ɡʷ', 'kʼ', 'kʼʷ', 'i', 'u', 'ɓ', 'ɗ', 'e', 'o', '\uf180b', 'ⁿd', 'ⁿɟ', '\uf182ɡ', '\uf182ɡʷ', 'a', 'f', 's', 'ɕ', 'v', 'z', 'ʑ', 'ei', 'au', 'sʼ', 'ɬ', 'ɬʼ', 'ɮ', 'l', 'r', 'm', 'n', 'h', 'hʷ', 'hʲ', 'j', 'w', 'ɦ', 'ɦʲ', 'ɦʷ', 'jʼ', '']"
438,Pech (Paya),CHIBCHAN,"['p', 't', 'k', 'kʷ', 'ʔ', 'b', 'i', 'u', 's', 'ʃ', 'h', 'e', 'o', 'm', 'n', 'a', 'ɾ', 'r', 'ĩ', 'ũ', 'l', 'ẽ', 'õ', 'j', 'w', 'ã', '']"
439,Pengo,DRAVIDIAN,"['p', 't̪', 'ʈ', 'c', 'k', 'b', 'd̪', 'ɖ', 'ɡ', 'i', 'u', 'iː', 'uː', 'dz', 'e', 'o', 'eː', 'oː', 's', 'h', 'a', 'aː', 'β', 'z', 'm', 'n', 'ɳ', 'ŋ', 'r', 'ɽ', 'l', 'j', '']"
440,Pero,AFRO-ASIATIC (Chadic),"['p', 't', 'tʃ', 'k', 'i', 'u', 'b', 'd', 'dʒ', 'ɡ', 'e', 'o', 'ɓ', 'ɗ', 'a', 'm', 'n', 'ŋ', 'r', 'iː', 'uː', 'l', 'eː', 'oː', 'w', 'j', 'aː', '']"
441,Pero (Gwandum dialect),AFRO-ASIATIC (Chadic),"['p', 't', 'tʃ', 'k', 'i', 'u', 'b', 'd', 'dʒ', 'ɡ', 'e', 'o', 'ɓ', 'ɗ', 'a', 'm', 'n', 'ŋ', 'r', 'iː', 'uː', 'l', 'eː', 'oː', 'w', 'j', 'aː', '']"
442,Persian,INDO-EUROPEAN (Indo-Iranian),"['p', 't̪', 'tʃ', 'k', 'ʔ', 'b', 'd̪', 'dʒ', 'ɡ', 'i', 'u', 'f', 's', 'ʃ', 'x', 'h', 'e', 'o', 'v', 'z', 'ʒ', 'æ', 'a', 'm', 'n', 'l', 'r', 'j', '']"
443,Pileni,AUSTRONESIAN,"['p', 't', 'k', 'pʰ', 'tʰ', 'kʰ', '\uf180b', 'ⁿd', 'i', 'u', 'f', 's', 'e', 'o', 'v', 'a', 'm', 'n', 'ŋ', 'mʰ', 'nʰ', 'ŋʰ', 'l', 'lʰ', '']"
444,Pima Bajo,UTO-AZTECAN,"['p', 't', 'k', 'ʔ', 'b', 'd', 'ɡ', 'iː', 'ɨː', 'uː', 'i', 'ɨ', 'u', 's', 'h', 'oː', 'o', 'v', 'aː', 'a', 'm', 'n', 'l', 'w', 'j', '']"
445,Pitjantjatjara/Western Desert Language,AUSTRALIAN (Pama-Nyungan),"['p', 't̪ʲ', 't', 'ʈ', 'k', 'm', 'n̪ʲ', 'n', 'ɳ', 'ŋ', 'i', 'u', 'l̪ʲ', 'l', 'ɭ', 'iː', 'uː', 'r', 'ɽ', 'a', 'w', 'j', 'aː', '']"
446,Polish,INDO-EUROPEAN (Slavic),"['p', 'pʲ', 't̪', 'k', 'kʲ', 'b', 'bʲ', 'd̪', 'ɡ', 'ɡʲ', 'i', 'u', 't̪s̪', 't̺s̺ʲ', 'tʃ', 'cç', 'ẽ', 'õ', 'd̪z̪', 'd̪z̪ʲ', 'dʒ', 'ɟʝ', 'e', 'o', 'f', 'fʲ', 's̪', 's̪ʲ', 'ʃ', 'ç', 'x', 'xʲ', 'a', 'v', 'vʲ', 'z̪', 'z̪ʲ', 'ʒ', 'ʝ', 'm', 'mʲ', 'n', 'nʲ', 'ɲ', 'r', 'l', 'w', 'wʲ', 'j', '']"
447,"Popoluca, Oluta",MIXE-ZOQUE,"['p', 't', 'c', 'tʃ', 'k', 'ʔ', 'iː', 'ɨː', 'uː', 's', 'ʃ', 'h', 'eː', 'aː', 'oː', 'v', 'm', 'n', 'i', 'ɨ', 'u', 'e', 'a', 'o', 'j', '']"
448,"Popoluca, Sayula",MIXE-ZOQUE,"['p', 't', 'c', 'tʃ', 'k', 'ʔ', 'b', 'd', 'ɡ', 'iː', 'ɨː', 'uː', 'eː', 'aː', 'oː', 's', 'ʃ', 'h', 'i', 'ɨ', 'u', 'm', 'n', 'e', 'a', 'o', 'ɾ', 'w', 'j', '']"
449,Portuguese (Brazilian),INDO-EUROPEAN (Italic),"['p', 't', 'k', 'b', 'd', 'ɡ', 'f', 's', 'ʃ', 'i', 'ɨ', 'u', 'v', 'z', 'ʒ', 'e', 'ɐ', 'o', 'm', 'n', 'ɲ', 'ɛ', 'ɔ', 'l', 'ʎ', 'a', 'ɾ', 'ʀ', 'w', 'j', '']"
450,Portuguese (European),INDO-EUROPEAN (Italic),"['p', 't', 'k', 'b', 'd', 'ɡ', 'f', 's', 'ʃ', 'i', 'ɨ', 'u', 'v', 'z', 'ʒ', 'e', 'ɐ', 'o', 'm', 'n', 'ɲ', 'ɛ', 'ɔ', 'l', 'ʎ', 'a', 'ɾ', 'ʀ', 'w', 'j', '']"
451,Pulaar,NIGER-CONGO,"['p', 't', 'c', 'k', 'b', 'd', 'ɟ', 'ɡ', 'i', 'u', 'ɓ', 'ɗ', 'ʄ', 'e', 'o', 'm', 'n', 'ɲ', 'ŋ', 'ɛ', 'ɔ', 'f', 's', 'a', 'r', 'l', 'w', 'j', 'h', '']"
452,Pulu Annian,AUSTRONESIAN,"['p', 't', 'k', 'pˠ', 's', 'i', 'ɨ', 'u', 'ð', 'e', 'ə', 'o', 'm', 'n', 'ŋ', 'a', 'mˠ', 'l', 'w', 'j', '']"
453,Punjabi,INDO-EUROPEAN (Indo-Aryan),"['pʰ', 't̪ʰ', 'ʈʰ', 'cʰ', 'kʰ', 'ĩ', 'ũ', 'p', 't̪', 'ʈ', 'c', 'k', 'i', 'u', 'b', 'd̪', 'ɖ', 'ɟ', 'ɡ', 'ɪ', 'ʊ', 's̪', 'ʂ', 'h', 'ẽ', 'õ', 'e', 'o', 'm', 'n̪', 'ɳ', 'æ̃', 'ɔ̃', 'ɽ', 'ʀ', 'æ', 'ə', 'ɔ', 'l̪', 'ɭ', 'ã', 'w', 'j', 'a', '']"
454,Purik,SINO-TIBETAN,"['pʰ', 't̪ʰ', 'tʰ', 'kʰ', 'p', 't̪', 't', 'k', 'q', 'b', 'd̪', 'd', 'ɡ', 'iː', 'uː', 'tsʰ', 'tʃʰ', 'i', 'u', 'ts', 'tʃ', 'eː', 'oː', 'dʒ', 'e', 'o', 's', 'ʃ', 'χ', 'h', 'aː', 'z', 'ʒ', 'ʁ', 'a', 'm', 'n', 'ɲ', 'ŋ', 'l', 'r', 'w', 'j', '']"
455,"Quechua, Cuzco (Cuzco Kechua)",QUECHUAN,"['pʰ', 'tʰ', 'tʃʰ', 'kʰ', 'qʰ', 'ʔ', 'p', 't', 'tʃ', 'k', 'q', 'ɪ', 'ʊ', 'pʼ', 'tʼ', 'tʃʼ', 'kʼ', 'qʼ', 'a+', 's', 'h', 'm', 'n', 'ɲ', 'l', 'ʎ', 'ɾ', 'w', 'j', '']"
456,"Quechua, Ecuadorean Highland (as spoken in Bolivar Province)",QUECHUAN,"['pʰ', 'tʰ', 'kʰ', 'p', 't', 'k', 'i', 'u', 'b', 'd', 'ɡ', 'a', 'ts', 'tʃ', 's', 'ʃ', 'h', 'z', 'ʒ', 'm', 'n', 'ɲ', 'l', 'ɾ', 'w', 'j', '']"
457,"Quechua, Huallaga (Huanaco)",QUECHUAN,"['p', 't', 'tʃ', 'k', 'q', 'i', 'u', 's', 'ʃ', 'h', 'e', 'o', 'ʐ', 'a', 'm', 'n', 'ɲ', 'l', 'ʎ', 'iː', 'uː', 'ɾ', 'eː', 'oː', 'w', 'j', 'aː', '']"
458,"Quechua, Junín (San Pedro de Cajas variety)",QUECHUAN,"['p', 't', 'ʈʂ', 'cç', 'k', 'i', 'u', 'b', 'd', 'ɡ', 'e', 'o', 'ɸ', 's', 'ç', 'x', 'χ', 'a', 'm', 'n', 'ɲ', 'ŋ', 'l', 'ʎ', 'iː', 'uː', 'r', 'ɽ', 'eː', 'oː', 'w', 'j', 'aː', '']"
459,"Quechua, Tarma (variety of North Junín Quechua)",QUECHUAN,"['p', 't', 'ʈʂ', 'cç', 'k', 'i', 'u', 'b', 'd', 'ɡ', 'e', 'o', 'ɸ', 's', 'ç', 'x', 'a', 'm', 'n', 'ɲ', 'ŋ', 'l', 'ʎ', 'iː', 'uː', 'r', 'ɽ', 'eː', 'oː', 'w', 'j', 'aː', '']"
460,"Quichoa, Chimborazo (Chimborazo Highland Quechua)",QUECHUAN,"['pʰ', 't̪ʰ', 'tʰ', 'tʲʰ', 'kʰ', 'p', 't̪', 't', 'tʲ', 'k', 'ʔ', 'i', 'u', 'b', 'd̪', 'dʲ', 'ɡ', 'a', 't̪s̪', 's̪', 'ʃ', 'ʂ', 'x', 'h', 'z̪', 'ʒ', 'm', 'n̪', 'ɲ', 'l̪', 'ɽ', 'w', 'j', '']"
461,"Quichua, Ecuador (Puyo Pongo variety)",QUECHUAN,"['p', 'pʲ', 't', 'c', 'k', 'kʲ', 'b', 'd', 'ɡ', 'i', 'u', 'ts', 'tʃ', 'a', 'dz', 'dʒ', 's', 'ʃ', 'h', 'm', 'n', 'ɲ', 'r', 'l', 'ʎ', 'w', 'j', '']"
462,"Quichua, Imbabura Highland",QUECHUAN,"['p', 't̪', 'c', 'k', 'pʼ', 't̪ʼ', 'cʼ', 'kʼ', 'i', 'u', 'a', 'ts', 'cç', 'cçʼ', 'ɸ', 's', 'ç', 'x', 'β', 'z', 'ʝ', 'm', 'n', 'ɲ', 'l', 'ʎ', 'r', 'w', 'j', '']"
463,Rao,SEPIK-RAMU,"['p', 't', 'tʃ', 'k', 'ʔ', 'b', 'd', 'dʒ', 'ɡ', 'i', 'ɨ', 'u', '\uf180b', 'ⁿd', '\uf182ɡ', 'e', 'ə', 'o', 'ʔb', 'ʔd', 'a', 'f', 's', 'h', 'v', 'z', 'm', 'n', 'ŋ', 'r', 'w', 'j', '']"
464,Rapanui,AUSTRONESIAN,"['p', 't̪', 'k', 'ʔ', 'h', 'i', 'u', 'v', 'e', 'o', 'm', 'n̪', 'ŋ', 'a', 'r', '']"
465,Resígaro,ARAWAKAN,"['pʰ', 'tʰ', 'kʰ', 'p', 't', 'tʲ', 'k', 'ʔ', 'ɪ', 'ɯ', 'b', 'd', 'dʲ', 'ɡ', 'ɛ', 'ɔ', 'tsʰ', 'cɕʰ', 'a', 'ts', 'cɕ', 'dz', 'ɟʑ', 'f', 's', 'ɕ', 'h', 'v', 'ʑ', 'm̥', 'n̥', 'ɲ̥', 'm', 'n', 'ɲ', '']"
466,"Romani, Burgenland-Romani",INDO-EUROPEAN (Indo-Aryan),"['pʰ', 't̪ʰ', 'kʰ', 'p', 't̪', 'k', 'i', 'u', 'b', 'd̪', 'ɡ', 'e', 'o', 't̪s̪', 'tʃ', 'a', 'f', 's̪', 'ʃ', 'h', 'v', 'z̪', 'ʒ', 'ʝ', 'm', 'n', 'ɲ', 'ŋ', 'r', 'l', '']"
467,Romanian,INDO-EUROPEAN (Italic),"['p', 't', 'k', 'b', 'd', 'ɡ', 'i', 'ɨ', 'u', 'ts', 'tʃ', 'e', 'ə', 'o', 'dʒ', 'a', 'f', 's', 'ʃ', 'h', 'v', 'z', 'ʒ', 'e̯a', 'o̯a', 'm', 'n', 'l', 'ɾ', 'w', 'j', '']"
468,Rotuman,AUSTRONESIAN,"['p', 't', 'tʃ', 'k', 'ʔ', 'f', 's', 'h', 'i', 'u', 'v', 'e', 'o', 'm', 'n', 'ŋ', 'a', 'ɾ', 'l', '']"
469,Runyankore (Nyankore),NIGER-CONGO (Bantu),"['t', 'tʃ', 'k', 'i', 'u', 'b', 'd', 'ɡ', 'e', 'o', 'f', 's', 'ʃ', 'h', 'a', 'v', 'm', 'n', 'ɲ', 'iː', 'uː', 'r', 'eː', 'oː', 'w', 'j', 'aː', '']"
470,Runyoro-Rutooro (Nyoro/Tooro),NIGER-CONGO (Bantu),"['p', 't̪', 'tʃ', 'k', 'b', 'd', 'dʒ', 'ɡ', 'i', 'u', 'f', 's', 'h', 'e', 'o', 'β', 'v', 'z', 'a', 'm', 'n', 'ɲ', 'l', 'r', 'w', 'j', '']"
471,Russian,INDO-EUROPEAN (Slavic),"['p', 'pʲ', 't̪', 't̪ʲ', 'k', 'b', 'bʲ', 'd̪', 'd̪ʲ', 'ɡ', 'i', 'ɨ', 'u', 't̪s̪', 'tʃ', 'ʃtʃ', 'ɛ', 'ɔ', 'f', 'fʲ', 's̪', 's̪ʲ', 'ʃ', 'x', 'a', 'v', 'vʲ', 'z̪', 'z̪ʲ', 'ʒ', 'm', 'mʲ', 'n̪', 'n̪ʲ', 'r̪', 'r̪ʲ', 'l̪', 'l̪ʲ', 'j', '']"
472,"Saami, Central South(-Lappish)",URALIC (Finno-Ugric),"['p', 't', 'tsʰ', 'tʃʰ', 'k', 'b', 'd', 'ts', 'tʃ', 'ɡ', 'i', 'y', 'ɨ', 'ʉ', 'u', 'f', 's', 'ʃ', 'h', 'ɨ̞', 'm', 'n', 'ɲ', 'ŋ', 'e', 'ʌ', 'ɵ', 'o', 'r', 'ə', 'l', 'ɐ', 'ɑ', 'ʋ', 'j', '']"
473,Sacapultec (Sacapulteco),MAYAN,"['p', 't', 'kʲ', 'k', 'q', 'pʼ', 'tʼ', 'kʼʲ', 'kʼ', 'qʼ', 'ʔ', 'i', 'u', 'e', 'o', 'ts', 'tʃ', 'a', 'tsʼ', 'tʃʼ', 's', 'ʃ', 'x', 'iː', 'uː', 'm', 'n', 'ŋ', 'eː', 'oː', 'l', 'aː', 'ɽ', 'w', 'j', '']"
474,"Sahaptin, Northern (Cowlitz-Klickitat-Walla Walla?)",PENUTIAN,"['p', 't', 'k', 'kʷ', 'q', 'qʷ', 'pʼ', 'tʼ', 'kʼ', 'kʼʷ', 'qʼ', 'qʼʷ', 'i', 'u', 'ts', 'tɬ', 'tʃ', 'ə', 'tθʼ', 'tsʼ', 'tɬʼ', 'tʃʼ', 'a', 's', 'ʃ', 'x', 'xʷ', 'χ', 'χʷ', 'h', 'hʷ', 'm', 'n', 'ɬ', 'l', 'w', 'j', '']"
475,Saibai,AUSTRALIAN(?),"['p', 't', 'ʈ', 'k', 'b', 'd', 'ɖ', 'ɡ', 's', 'i', 'u', 'z', 'e', 'ə', 'm', 'n', 'ŋ', 'a', 'r', 'l', 'w', 'j', '']"
476,"Salish, Straits (Samish dialect)",SALISHAN,"['p', 't', 'kʷ', 'q', 'qʷ', 'ʔ', 'i', 'pʼ', 'tʼ', 'kʼʷ', 'qʼ', 'qʼʷ', 'e', 'ə', 'tʃ', 'a', 'tθʼ', 'tɬʼ', 'tʃʼ', 's', 'ɬ', 'ʃ', 'xʷ', 'χ', 'χʷ', 'h', 'm', 'n', 'ɴ', 'mʼ', 'n’', 'ɴʼ', 'l', 'j', 'w', 'lʼ', 'jʼ', 'wʼ', '']"
477,Sango,CREOLE,"['p', 't', 'k', 'k͡p', 'b', 'd', 'ɡ', 'ɡ͡b', 'i', 'u', '\uf180b', 'ⁿd', '\uf182ɡ', '\uf182ɡ͡b', 'e', 'o', 'ɓ', 'ɛ', 'ɔ', 'f', 's', 'h', 'a', 'v', 'z', 'ⁿz', 'ũ', 'r', 'ɛ̃', 'ɔ̃', 'l', 'ã', 'm', 'n', 'w', 'j', '']"
478,Santali,AUSTRO-ASIATIC,"['pʰ', 'tʰ', 'ʈʰ', 'tʃʰ', 'kʰ', 'p', 't', 'ʈ', 'tʃ', 'k', 'i', 'u', 'pʼ', 'tʼ', 'tʃʼ', 'kʼ', 'e', 'ə', 'o', 'bʰ', 'dʰ', 'ɖʰ', 'dʒʰ', 'ɡʰ', 'ɛ', 'ɔ', 'b', 'd', 'ɖ', 'dʒ', 'ɡ', 'a', 's', 'h', 'm', 'n', 'ŋ', 'ĩ', 'ũ', 'ɽʰ', 'ẽ', 'ə̃', 'õ', 'r', 'ɽ', 'ɛ̃', 'ɔ̃', 'l', 'ã', 'w', 'j', '']"
479,Sawai,AUSTRONESIAN,"['p', 't', 'k', 'b', 'd', 'ɡ', 'i', 'u', 'f', 's', 'e', 'o', 'm', 'n', 'ŋ', 'ɛ', 'a', 'ɔ', 'l', 'w', 'j', '']"
480,Secoya,TUCANOAN,"['p', 't', 'tʃ', 'k', 'kʷ', 'ʔ', 'd', 'i', 'ɨ', 'u', 's', 'ɛ', 'a', 'o', 'm', 'n', 'w', 'j', 'h', '']"
481,Sekani,NA-DENE,"['pʰ', 'tʰ', 'kʷ', 'p', 't', 'ʔ', 'i', 'u', 'pʼ', 'tʼ', 'kʼʷ', 'e', 'ə', 'o', 'tsʰ', 'tɬʰ', 'tʃʰ', 'a', 'ts', 'tɬ', 'tʃ', 'tsʼ', 'tɬʼ', 'tʃʼ', 's', 'ɬ', 'ɕ', 'x', 'h', 'z', 'l', 'j', 'ɣ', 'm', 'n', '']"
482,Selepet,TRANS-NEW GUINEA,"['p', 't̪', 'k', 'b', 'd̪', 'ɡ', 'i', 'u', 's', 'h', 'e', 'o', 'm', 'n̪', 'ŋ', 'a', 'ɔ', 'l', 'r', 'w', 'j', '']"
483,Sema,SINO-TIBETAN,"['p', 't', 'k', 'q', 'b', 'd', 'ɡ', 'ts', 'f', 's', 'x', 'h', 'i', 'ɨ', 'u', 'z', 'ɣ', 'e', 'o', 'm', 'n', 'ŋ', 'a', 'l', 'w', 'j', '']"
484,"Senoufo, Cebaara Senoufo",NIGER-CONGO,"['p', 't', 'k', 'k͡p', 'b', 'd', 'ɡ', 'ɡ͡b', 'ĩ', 'ĩː', 'i', 'iː', 'ũ', 'ũː', 'u', 'uː', 'f', 's', 'e', 'eː', 'eʔ', 'oʔ', 'o', 'oː', 'v', 'z', 'ɛ̃ː', 'ɛː', 'ɛ̃ʔ', 'ɛʔ', 'ɔ̃ʔ', 'ɔʔ', 'ɔ̃', 'ɔ̃ː', 'ɔ', 'ɔː', 'm', 'ãʔ', 'aʔ', 'w', 'l', 'j', 'ã', 'ãː', 'a', 'aː', '']"
485,"Senoufo, Supyire",NIGER-CONGO,"['p', 't', 'tʃ', 'k', 'ʔ', 'b', 'd', 'dʒ', 'ɡ', 'i', 'ĩ', 'u', 'ũ', 'f', 's', 'ʃ', 'e', 'o', 'v', 'z', 'ʒ', 'ɛ', 'ɛ̃ː', 'ɔ', 'ɔ̃', 'm', 'n', 'ɲ', 'ŋ', 'a', 'ã', 'l', 'j', 'w', '']"
486,Sentani,TRANS-NEW GUINEA,"['k', 'b', 'd', 'i', 'u', 'f', 'h', 'e', 'ə', 'o', 'm', 'n', 'ɛ', 'l', 'a', 'w', 'j', '']"
487,Sentani (central dialect),TRANS-NEW GUINEA,"['k', 'b', 'd', 'i', 'u', 'f', 'h', 'e', 'ə', 'o', 'm', 'n', 'ɛ', 'l', 'a', 'w', 'j', '']"
488,Sepečides-Romani,INDO-EUROPEAN (Indo-Aryan),"['pʰ', 'tʰ', 'tʃʰ', 'kʰ', 'p', 't', 'tʃ', 'k', 'i', 'u', 'b', 'd', 'dʒ', 'ɡ', 'e', 'ə', 'o', 'f', 's̪', 'ʃ', 'x', 'h', 'a', 'v', 'z̪', 'ʝ', 'm', 'n', 'ɾ', 'l', '']"
489,Serbo-Croatian (Cres Čakavian),INDO-EUROPEAN (Slavic),"['p', 't', 'c', 'k', 'b', 'd', 'ɡ', 'i', 'u', 'f', 's', 'ʃ', 'x', 'e', 'o', 'v', 'z', 'ʒ', 'a', 'm', 'n', 'l', 'r', 'j', '']"
490,Shambala,NIGER-CONGO (Bantu),"['p', 't', 'tʃ', 'k', 'b', 'd', 'dʒ', 'ɡ', 'i', 'u', 'f', 's', 'ʃ', 'h', 'e', 'o', 'v', 'z', 'ɣ', 'a', 'm', 'n', 'ɲ', 'ŋ', 'l', 'w', 'j', '']"
491,Shilluk,NILO-SAHARAN,"['pʰ', 't̪ʰ', 'tʰ', 'cʰ', 'kʰ', 'i̝', 'i̝ː', 'u̝', 'u̝ː', 'p', 't̪', 't', 'c', 'k', 'i', 'iː', 'u', 'uː', 'b', 'd̪', 'd', 'ɟ', 'ɡ', 'e̝', 'e̝ː', 'ɔ̝', 'ɔ̝ː', 'm', 'mː', 'n̪', 'n̪ː', 'n', 'nː', 'ɲ', 'ɲː', 'ŋ', 'ŋː', 'e', 'eː', 'ɔ', 'ɔː', 'ɾ', 'r', 'a̝', 'a̪ː', 'w', 'wː', 'l', 'lː', 'j', 'jː', 'a', 'aː', '']"
492,Shiriana Yanam (Ninam),YANOMAM,"['tʰ', 'p', 't', 'tʃ', 'k', 'i', 'ɯ', 's', 'ʃ', 'h', 'e', 'ə', 'o', 'm', 'n', 'a', 'r', 'w', '']"
